Start date;End date;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions
Jan 1, 2015;Jan 2, 2015;-;-;-;-
Jan 2, 2015;Jan 3, 2015;-;-;-;-
Jan 3, 2015;Jan 4, 2015;-;-;-;-
Jan 4, 2015;Jan 5, 2015;-;-;-;-
Jan 5, 2015;Jan 6, 2015;-;-;-;-
Jan 6, 2015;Jan 7, 2015;-;-;-;-
Jan 7, 2015;Jan 8, 2015;-;-;-;-
Jan 8, 2015;Jan 9, 2015;-;-;-;-
Jan 9, 2015;Jan 10, 2015;-;-;-;-
Jan 10, 2015;Jan 11, 2015;-;-;-;-
Jan 11, 2015;Jan 12, 2015;-;-;-;-
Jan 12, 2015;Jan 13, 2015;-;-;-;-
Jan 13, 2015;Jan 14, 2015;-;-;-;-
Jan 14, 2015;Jan 15, 2015;-;-;-;-
Jan 15, 2015;Jan 16, 2015;-;-;-;-
Jan 16, 2015;Jan 17, 2015;-;-;-;-
Jan 17, 2015;Jan 18, 2015;-;-;-;-
Jan 18, 2015;Jan 19, 2015;-;-;-;-
Jan 19, 2015;Jan 20, 2015;-;-;-;-
Jan 20, 2015;Jan 21, 2015;-;-;-;-
Jan 21, 2015;Jan 22, 2015;-;-;-;-
Jan 22, 2015;Jan 23, 2015;-;-;-;-
Jan 23, 2015;Jan 24, 2015;-;-;-;-
Jan 24, 2015;Jan 25, 2015;-;-;-;-
Jan 25, 2015;Jan 26, 2015;-;-;-;-
Jan 26, 2015;Jan 27, 2015;-;-;-;-
Jan 27, 2015;Jan 28, 2015;-;-;-;-
Jan 28, 2015;Jan 29, 2015;-;-;-;-
Jan 29, 2015;Jan 30, 2015;-;-;-;-
Jan 30, 2015;Jan 31, 2015;-;-;-;-
Jan 31, 2015;Feb 1, 2015;-;-;-;-
Feb 1, 2015;Feb 2, 2015;-;-;-;-
Feb 2, 2015;Feb 3, 2015;-;-;-;-
Feb 3, 2015;Feb 4, 2015;-;-;-;-
Feb 4, 2015;Feb 5, 2015;-;-;-;-
Feb 5, 2015;Feb 6, 2015;-;-;-;-
Feb 6, 2015;Feb 7, 2015;-;-;-;-
Feb 7, 2015;Feb 8, 2015;-;-;-;-
Feb 8, 2015;Feb 9, 2015;-;-;-;-
Feb 9, 2015;Feb 10, 2015;-;-;-;-
Feb 10, 2015;Feb 11, 2015;-;-;-;-
Feb 11, 2015;Feb 12, 2015;-;-;-;-
Feb 12, 2015;Feb 13, 2015;-;-;-;-
Feb 13, 2015;Feb 14, 2015;-;-;-;-
Feb 14, 2015;Feb 15, 2015;-;-;-;-
Feb 15, 2015;Feb 16, 2015;-;-;-;-
Feb 16, 2015;Feb 17, 2015;-;-;-;-
Feb 17, 2015;Feb 18, 2015;-;-;-;-
Feb 18, 2015;Feb 19, 2015;-;-;-;-
Feb 19, 2015;Feb 20, 2015;-;-;-;-
Feb 20, 2015;Feb 21, 2015;-;-;-;-
Feb 21, 2015;Feb 22, 2015;-;-;-;-
Feb 22, 2015;Feb 23, 2015;-;-;-;-
Feb 23, 2015;Feb 24, 2015;-;-;-;-
Feb 24, 2015;Feb 25, 2015;-;-;-;-
Feb 25, 2015;Feb 26, 2015;-;-;-;-
Feb 26, 2015;Feb 27, 2015;-;-;-;-
Feb 27, 2015;Feb 28, 2015;-;-;-;-
Feb 28, 2015;Mar 1, 2015;-;-;-;-
Mar 1, 2015;Mar 2, 2015;-;-;-;-
Mar 2, 2015;Mar 3, 2015;-;-;-;-
Mar 3, 2015;Mar 4, 2015;-;-;-;-
Mar 4, 2015;Mar 5, 2015;-;-;-;-
Mar 5, 2015;Mar 6, 2015;-;-;-;-
Mar 6, 2015;Mar 7, 2015;-;-;-;-
Mar 7, 2015;Mar 8, 2015;-;-;-;-
Mar 8, 2015;Mar 9, 2015;-;-;-;-
Mar 9, 2015;Mar 10, 2015;-;-;-;-
Mar 10, 2015;Mar 11, 2015;-;-;-;-
Mar 11, 2015;Mar 12, 2015;-;-;-;-
Mar 12, 2015;Mar 13, 2015;-;-;-;-
Mar 13, 2015;Mar 14, 2015;-;-;-;-
Mar 14, 2015;Mar 15, 2015;-;-;-;-
Mar 15, 2015;Mar 16, 2015;-;-;-;-
Mar 16, 2015;Mar 17, 2015;-;-;-;-
Mar 17, 2015;Mar 18, 2015;-;-;-;-
Mar 18, 2015;Mar 19, 2015;-;-;-;-
Mar 19, 2015;Mar 20, 2015;-;-;-;-
Mar 20, 2015;Mar 21, 2015;-;-;-;-
Mar 21, 2015;Mar 22, 2015;-;-;-;-
Mar 22, 2015;Mar 23, 2015;-;-;-;-
Mar 23, 2015;Mar 24, 2015;-;-;-;-
Mar 24, 2015;Mar 25, 2015;-;-;-;-
Mar 25, 2015;Mar 26, 2015;-;-;-;-
Mar 26, 2015;Mar 27, 2015;-;-;-;-
Mar 27, 2015;Mar 28, 2015;-;-;-;-
Mar 28, 2015;Mar 29, 2015;-;-;-;-
Mar 29, 2015;Mar 30, 2015;-;-;-;-
Mar 30, 2015;Mar 31, 2015;-;-;-;-
Mar 31, 2015;Apr 1, 2015;-;-;-;-
Apr 1, 2015;Apr 2, 2015;-;-;-;-
Apr 2, 2015;Apr 3, 2015;-;-;-;-
Apr 3, 2015;Apr 4, 2015;-;-;-;-
Apr 4, 2015;Apr 5, 2015;-;-;-;-
Apr 5, 2015;Apr 6, 2015;-;-;-;-
Apr 6, 2015;Apr 7, 2015;-;-;-;-
Apr 7, 2015;Apr 8, 2015;-;-;-;-
Apr 8, 2015;Apr 9, 2015;-;-;-;-
Apr 9, 2015;Apr 10, 2015;-;-;-;-
Apr 10, 2015;Apr 11, 2015;-;-;-;-
Apr 11, 2015;Apr 12, 2015;-;-;-;-
Apr 12, 2015;Apr 13, 2015;-;-;-;-
Apr 13, 2015;Apr 14, 2015;-;-;-;-
Apr 14, 2015;Apr 15, 2015;-;-;-;-
Apr 15, 2015;Apr 16, 2015;-;-;-;-
Apr 16, 2015;Apr 17, 2015;-;-;-;-
Apr 17, 2015;Apr 18, 2015;-;-;-;-
Apr 18, 2015;Apr 19, 2015;-;-;-;-
Apr 19, 2015;Apr 20, 2015;-;-;-;-
Apr 20, 2015;Apr 21, 2015;-;-;-;-
Apr 21, 2015;Apr 22, 2015;-;-;-;-
Apr 22, 2015;Apr 23, 2015;-;-;-;-
Apr 23, 2015;Apr 24, 2015;-;-;-;-
Apr 24, 2015;Apr 25, 2015;-;-;-;-
Apr 25, 2015;Apr 26, 2015;-;-;-;-
Apr 26, 2015;Apr 27, 2015;-;-;-;-
Apr 27, 2015;Apr 28, 2015;-;-;-;-
Apr 28, 2015;Apr 29, 2015;-;-;-;-
Apr 29, 2015;Apr 30, 2015;-;-;-;-
Apr 30, 2015;May 1, 2015;-;-;-;-
May 1, 2015;May 2, 2015;-;-;-;-
May 2, 2015;May 3, 2015;-;-;-;-
May 3, 2015;May 4, 2015;-;-;-;-
May 4, 2015;May 5, 2015;-;-;-;-
May 5, 2015;May 6, 2015;-;-;-;-
May 6, 2015;May 7, 2015;-;-;-;-
May 7, 2015;May 8, 2015;-;-;-;-
May 8, 2015;May 9, 2015;-;-;-;-
May 9, 2015;May 10, 2015;-;-;-;-
May 10, 2015;May 11, 2015;-;-;-;-
May 11, 2015;May 12, 2015;-;-;-;-
May 12, 2015;May 13, 2015;-;-;-;-
May 13, 2015;May 14, 2015;-;-;-;-
May 14, 2015;May 15, 2015;-;-;-;-
May 15, 2015;May 16, 2015;-;-;-;-
May 16, 2015;May 17, 2015;-;-;-;-
May 17, 2015;May 18, 2015;-;-;-;-
May 18, 2015;May 19, 2015;-;-;-;-
May 19, 2015;May 20, 2015;-;-;-;-
May 20, 2015;May 21, 2015;-;-;-;-
May 21, 2015;May 22, 2015;-;-;-;-
May 22, 2015;May 23, 2015;-;-;-;-
May 23, 2015;May 24, 2015;-;-;-;-
May 24, 2015;May 25, 2015;-;-;-;-
May 25, 2015;May 26, 2015;-;-;-;-
May 26, 2015;May 27, 2015;-;-;-;-
May 27, 2015;May 28, 2015;-;-;-;-
May 28, 2015;May 29, 2015;-;-;-;-
May 29, 2015;May 30, 2015;-;-;-;-
May 30, 2015;May 31, 2015;-;-;-;-
May 31, 2015;Jun 1, 2015;-;-;-;-
Jun 1, 2015;Jun 2, 2015;-;-;-;-
Jun 2, 2015;Jun 3, 2015;-;-;-;-
Jun 3, 2015;Jun 4, 2015;-;-;-;-
Jun 4, 2015;Jun 5, 2015;-;-;-;-
Jun 5, 2015;Jun 6, 2015;-;-;-;-
Jun 6, 2015;Jun 7, 2015;-;-;-;-
Jun 7, 2015;Jun 8, 2015;-;-;-;-
Jun 8, 2015;Jun 9, 2015;-;-;-;-
Jun 9, 2015;Jun 10, 2015;-;-;-;-
Jun 10, 2015;Jun 11, 2015;-;-;-;-
Jun 11, 2015;Jun 12, 2015;-;-;-;-
Jun 12, 2015;Jun 13, 2015;-;-;-;-
Jun 13, 2015;Jun 14, 2015;-;-;-;-
Jun 14, 2015;Jun 15, 2015;-;-;-;-
Jun 15, 2015;Jun 16, 2015;-;-;-;-
Jun 16, 2015;Jun 17, 2015;-;-;-;-
Jun 17, 2015;Jun 18, 2015;-;-;-;-
Jun 18, 2015;Jun 19, 2015;-;-;-;-
Jun 19, 2015;Jun 20, 2015;-;-;-;-
Jun 20, 2015;Jun 21, 2015;-;-;-;-
Jun 21, 2015;Jun 22, 2015;-;-;-;-
Jun 22, 2015;Jun 23, 2015;-;-;-;-
Jun 23, 2015;Jun 24, 2015;-;-;-;-
Jun 24, 2015;Jun 25, 2015;-;-;-;-
Jun 25, 2015;Jun 26, 2015;-;-;-;-
Jun 26, 2015;Jun 27, 2015;-;-;-;-
Jun 27, 2015;Jun 28, 2015;-;-;-;-
Jun 28, 2015;Jun 29, 2015;-;-;-;-
Jun 29, 2015;Jun 30, 2015;-;-;-;-
Jun 30, 2015;Jul 1, 2015;-;-;-;-
Jul 1, 2015;Jul 2, 2015;-;-;-;-
Jul 2, 2015;Jul 3, 2015;-;-;-;-
Jul 3, 2015;Jul 4, 2015;-;-;-;-
Jul 4, 2015;Jul 5, 2015;-;-;-;-
Jul 5, 2015;Jul 6, 2015;-;-;-;-
Jul 6, 2015;Jul 7, 2015;-;-;-;-
Jul 7, 2015;Jul 8, 2015;-;-;-;-
Jul 8, 2015;Jul 9, 2015;-;-;-;-
Jul 9, 2015;Jul 10, 2015;-;-;-;-
Jul 10, 2015;Jul 11, 2015;-;-;-;-
Jul 11, 2015;Jul 12, 2015;-;-;-;-
Jul 12, 2015;Jul 13, 2015;-;-;-;-
Jul 13, 2015;Jul 14, 2015;-;-;-;-
Jul 14, 2015;Jul 15, 2015;-;-;-;-
Jul 15, 2015;Jul 16, 2015;-;-;-;-
Jul 16, 2015;Jul 17, 2015;-;-;-;-
Jul 17, 2015;Jul 18, 2015;-;-;-;-
Jul 18, 2015;Jul 19, 2015;-;-;-;-
Jul 19, 2015;Jul 20, 2015;-;-;-;-
Jul 20, 2015;Jul 21, 2015;-;-;-;-
Jul 21, 2015;Jul 22, 2015;-;-;-;-
Jul 22, 2015;Jul 23, 2015;-;-;-;-
Jul 23, 2015;Jul 24, 2015;-;-;-;-
Jul 24, 2015;Jul 25, 2015;-;-;-;-
Jul 25, 2015;Jul 26, 2015;-;-;-;-
Jul 26, 2015;Jul 27, 2015;-;-;-;-
Jul 27, 2015;Jul 28, 2015;-;-;-;-
Jul 28, 2015;Jul 29, 2015;-;-;-;-
Jul 29, 2015;Jul 30, 2015;-;-;-;-
Jul 30, 2015;Jul 31, 2015;-;-;-;-
Jul 31, 2015;Aug 1, 2015;-;-;-;-
Aug 1, 2015;Aug 2, 2015;-;-;-;-
Aug 2, 2015;Aug 3, 2015;-;-;-;-
Aug 3, 2015;Aug 4, 2015;-;-;-;-
Aug 4, 2015;Aug 5, 2015;-;-;-;-
Aug 5, 2015;Aug 6, 2015;-;-;-;-
Aug 6, 2015;Aug 7, 2015;-;-;-;-
Aug 7, 2015;Aug 8, 2015;-;-;-;-
Aug 8, 2015;Aug 9, 2015;-;-;-;-
Aug 9, 2015;Aug 10, 2015;-;-;-;-
Aug 10, 2015;Aug 11, 2015;-;-;-;-
Aug 11, 2015;Aug 12, 2015;-;-;-;-
Aug 12, 2015;Aug 13, 2015;-;-;-;-
Aug 13, 2015;Aug 14, 2015;-;-;-;-
Aug 14, 2015;Aug 15, 2015;-;-;-;-
Aug 15, 2015;Aug 16, 2015;-;-;-;-
Aug 16, 2015;Aug 17, 2015;-;-;-;-
Aug 17, 2015;Aug 18, 2015;-;-;-;-
Aug 18, 2015;Aug 19, 2015;-;-;-;-
Aug 19, 2015;Aug 20, 2015;-;-;-;-
Aug 20, 2015;Aug 21, 2015;-;-;-;-
Aug 21, 2015;Aug 22, 2015;-;-;-;-
Aug 22, 2015;Aug 23, 2015;-;-;-;-
Aug 23, 2015;Aug 24, 2015;-;-;-;-
Aug 24, 2015;Aug 25, 2015;-;-;-;-
Aug 25, 2015;Aug 26, 2015;-;-;-;-
Aug 26, 2015;Aug 27, 2015;-;-;-;-
Aug 27, 2015;Aug 28, 2015;-;-;-;-
Aug 28, 2015;Aug 29, 2015;-;-;-;-
Aug 29, 2015;Aug 30, 2015;-;-;-;-
Aug 30, 2015;Aug 31, 2015;-;-;-;-
Aug 31, 2015;Sep 1, 2015;-;-;-;-
Sep 1, 2015;Sep 2, 2015;-;-;-;-
Sep 2, 2015;Sep 3, 2015;-;-;-;-
Sep 3, 2015;Sep 4, 2015;-;-;-;-
Sep 4, 2015;Sep 5, 2015;-;-;-;-
Sep 5, 2015;Sep 6, 2015;-;-;-;-
Sep 6, 2015;Sep 7, 2015;-;-;-;-
Sep 7, 2015;Sep 8, 2015;-;-;-;-
Sep 8, 2015;Sep 9, 2015;-;-;-;-
Sep 9, 2015;Sep 10, 2015;-;-;-;-
Sep 10, 2015;Sep 11, 2015;-;-;-;-
Sep 11, 2015;Sep 12, 2015;-;-;-;-
Sep 12, 2015;Sep 13, 2015;-;-;-;-
Sep 13, 2015;Sep 14, 2015;-;-;-;-
Sep 14, 2015;Sep 15, 2015;-;-;-;-
Sep 15, 2015;Sep 16, 2015;-;-;-;-
